Flag for Follow Up,,Survey Title,Survey ID,Page,Page Heading,Question ID,varnames,Question Heading,Answer ID,Answer,answervalues
,71,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792592,-0.3,30
,120,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792593,-0.4,40
,119,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792594,Completely Uncertain (50%),50
,118,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792595,-0.6,60
,117,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792596,-0.7,70
,116,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792597,-0.8,80
,115,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792598,-0.9,90
,121,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792599,Certainly Correct (100%),100
,114,OT Dealiasing SC2 UT 2 pt 2,66596716,1,,822750074,TSK.CP2.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162792600,,#NULL
,201,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750701,TSK.CP2.OT2.PRB.003.,Task (3): Find the Instagram User ID of a Twitter User.<br><br>Question: What is the Instagram ID that corresponds to User #3's Twitter ID?<br><br>(Please give the exact text string for the Instagram ID).,1,open_ended,#NULL
,200,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798108,Certainly Wrong (0%),0
,199,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798109,-0.1,10
,198,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798111,-0.2,20
,197,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798112,-0.3,30
,196,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798113,-0.4,40
,32,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798114,Completely Uncertain (50%),50
,25,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798115,-0.6,60
,23,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798116,-0.7,70
,22,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798117,-0.8,80
,21,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798118,-0.9,90
,20,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798119,Certainly Correct (100%),100
,19,OT Dealiasing SC2 UT 2 pt 3,66596786,1,,822750702,TSK.CP2.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162798120,,#NULL
,178,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751196,TSK.CP2.OT2.PRB.004.,Task (4):  Find the Twitter User ID of an Instagram User.<br><br>Question: What is the Twitter ID that corresponds to User #4's Instagram ID?<br><br>(Please give the exact text string for the Twitter ID).,1,open_ended,#NULL
,184,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802886,Certainly Wrong (0%),0
,194,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802888,-0.1,10
,202,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802890,-0.2,20
,195,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802892,-0.3,30
,209,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802894,-0.4,40
,208,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802896,Completely Uncertain (50%),50
,207,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802897,-0.6,60
,206,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802898,-0.7,70
,205,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802899,-0.8,80
,204,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802900,-0.9,90
,210,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802901,Certainly Correct (100%),100
,203,OT Dealiasing SC2 UT 2 pt 4,66596830,1,,822751197,TSK.CP2.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162802902,,#NULL
,191,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758201,TSK.CP2.OT2.PRB.005.,Task (5): Find the Instagram User ID of a Twitter User.<br><br>Question: What is the Instagram ID that corresponds to User #5's Twitter ID?<br><br>(Please give the exact text string for the Instagram ID).,1,open_ended,#NULL
,190,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862640,Certainly Wrong (0%),0
,189,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862641,-0.1,10
,188,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862642,-0.2,20
,187,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862643,-0.3,30
,186,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862644,-0.4,40
,192,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862645,Completely Uncertain (50%),50
,185,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862646,-0.6,60
,183,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862647,-0.7,70
,182,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862648,-0.8,80
,181,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862649,-0.9,90
,180,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862650,Certainly Correct (100%),100
,179,OT Dealiasing SC2 UT 2 pt 5,66597429,1,,822758202,TSK.CP2.OT2.CON.005.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9162862651,,#NULL
,633,OT Dealiasing SC2 UT POST 1,66600044,3,,822788271,,Task 1: Find the Twitter User ID of an Instagram User.<br><br>,9200034558,Descriptive Text 1,#NULL
,621,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,PST.EXP.CP2.OT1.CLD.EFF.001.,The tool made this task feel...,9163141248,Efficient,PST.EXP.CP2.OT1.CLD.EFF.001.
,611,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,PST.EXP.CP2.OT1.CLD.EAS.001.,The tool made this task feel...,9163141249,Easy,PST.EXP.CP2.OT1.CLD.EAS.001.
,610,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,PST.EXP.CP2.OT1.CLD.INT.001.,The tool made this task feel...,9163141250,Interesting,PST.EXP.CP2.OT1.CLD.INT.001.
,609,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,PST.EXP.CP2.OT1.CLD.FRU.001.,The tool made this task feel...,9163141251,Frustrating,PST.EXP.CP2.OT1.CLD.FRU.001.
,608,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,PST.EXP.CP2.OT1.CLD.MEF.001.,The tool made this task feel...,9163141252,Mentally Effortful,PST.EXP.CP2.OT1.CLD.MEF.001.
,607,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,,The tool made this task feel...,9163141253,1-Completely False,1
,606,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,,The tool made this task feel...,9163141254,2,2
,605,OT Dealiasing SC2 UT POST 1,66600044,3,,822788272,,The tool made this task feel...,9163141255,3-Neither True or False,3
